Timestamp,Power
02.01.2017 10:15 - 02.01.2017 10:30,29.523
02.01.2017 10:30 - 02.01.2017 10:45,46.015
02.01.2017 10:45 - 02.01.2017 11:00,54.456
02.01.2017 11:00 - 02.01.2017 11:15,20.507
02.01.2017 11:15 - 02.01.2017 11:30,56.465
02.01.2017 11:30 - 02.01.2017 11:45,25.677
02.01.2017 11:45 - 02.01.2017 12:00,16.116
02.01.2017 12:00 - 02.01.2017 12:15,48.959
02.01.2017 12:15 - 02.01.2017 12:30,48.241
02.01.2017 12:30 - 02.01.2017 12:45,34.931
02.01.2017 12:45 - 02.01.2017 13:00,52.334
02.01.2017 13:00 - 02.01.2017 13:15,82.753
02.01.2017 13:15 - 02.01.2017 13:30,99.019
02.01.2017 13:30 - 02.01.2017 13:45,0.983
02.01.2017 13:45 - 02.01.2017 14:00,33.678
02.01.2017 14:00 - 02.01.2017 14:15,5.565
02.01.2017 14:15 - 02.01.2017 14:30,20.301
02.01.2017 14:30 - 02.01.2017 14:45,83.349
02.01.2017 14:45 - 02.01.2017 15:00,47.569
02.01.2017 15:00 - 02.01.2017 15:15,55.775
02.01.2017 15:15 - 02.01.2017 15:30,63.217
02.01.2017 15:30 - 02.01.2017 15:45,2.059
02.01.2017 15:45 - 02.01.2017 16:00,79.937
02.01.2017 16:00 - 02.01.2017 16:15,31.229
02.01.2017 16:15 - 02.01.2017 16:30,82.914
02.01.2017 16:30 - 02.01.2017 16:45,30.037
02.01.2017 16:45 - 02.01.2017 17:00,71.197
02.01.2017 17:00 - 02.01.2017 17:15,59.249
02.01.2017 17:15 - 02.01.2017 17:30,63.091
02.01.2017 17:30 - 02.01.2017 17:45,17.962
02.01.2017 17:45 - 02.01.2017 18:00,46.862
02.01.2017 18:00 - 02.01.2017 18:15,2.573
02.01.2017 18:15 - 02.01.2017 18:30,49.107
02.01.2017 18:30 - 02.01.2017 18:45,20.581
02.01.2017 18:45 - 02.01.2017 19:00,66.658
02.01.2017 19:00 - 02.01.2017 19:15,5.189
02.01.2017 19:15 - 02.01.2017 19:30,25.405
02.01.2017 19:30 - 02.01.2017 19:45,14.549
02.01.2017 19:45 - 02.01.2017 20:00,92.164
02.01.2017 20:00 - 02.01.2017 20:15,62.986
02.01.2017 20:15 - 02.01.2017 20:30,24.446
02.01.2017 20:30 - 02.01.2017 20:45,61.777
02.01.2017 20:45 - 02.01.2017 21:00,76.143
02.01.2017 21:00 - 02.01.2017 21:15,12.165
02.01.2017 21:15 - 02.01.2017 21:30,64.299
02.01.2017 21:30 - 02.01.2017 21:45,60.110
02.01.2017 21:45 - 02.01.2017 22:00,68.882
02.01.2017 22:00 - 02.01.2017 22:15,83.523
02.01.2017 22:15 - 02.01.2017 22:30,1.324
02.01.2017 22:30 - 02.01.2017 22:45,50.545
02.01.2017 22:45 - 02.01.2017 23:00,33.398
02.01.2017 23:00 - 02.01.2017 23:15,17.200
02.01.2017 23:15 - 02.01.2017 23:30,28.526
02.01.2017 23:30 - 02.01.2017 23:45,59.792
02.01.2017 23:45 - 03.01.2017 00:00,18.943
03.01.2017 00:00 - 03.01.2017 00:15,42.946
03.01.2017 00:15 - 03.01.2017 00:30,78.649
03.01.2017 00:30 - 03.01.2017 00:45,97.062
03.01.2017 00:45 - 03.01.2017 01:00,41.938
03.01.2017 01:00 - 03.01.2017 01:15,8.837
03.01.2017 01:15 - 03.01.2017 01:30,52.660
03.01.2017 01:30 - 03.01.2017 01:45,78.382
03.01.2017 01:45 - 03.01.2017 02:00,96.959
03.01.2017 02:00 - 03.01.2017 02:15,47.575
03.01.2017 02:15 - 03.01.2017 02:30,16.312
03.01.2017 02:30 - 03.01.2017 02:45,94.334
03.01.2017 02:45 - 03.01.2017 03:00,78.556
03.01.2017 03:00 - 03.01.2017 03:15,59.863
03.01.2017 03:15 - 03.01.2017 03:30,68.019
03.01.2017 03:30 - 03.01.2017 03:45,62.752
03.01.2017 03:45 - 03.01.2017 04:00,75.356
03.01.2017 04:00 - 03.01.2017 04:15,56.251
03.01.2017 04:15 - 03.01.2017 04:30,67.626
03.01.2017 04:30 - 03.01.2017 04:45,14.079
03.01.2017 04:45 - 03.01.2017 05:00,91.802
03.01.2017 05:00 - 03.01.2017 05:15,34.733
03.01.2017 05:15 - 03.01.2017 05:30,62.437
03.01.2017 05:30 - 03.01.2017 05:45,0.204
03.01.2017 05:45 - 03.01.2017 06:00,37.697
03.01.2017 06:00 - 03.01.2017 06:15,68.912
03.01.2017 06:15 - 03.01.2017 06:30,11.609
03.01.2017 06:30 - 03.01.2017 06:45,53.688
03.01.2017 06:45 - 03.01.2017 07:00,19.580
03.01.2017 07:00 - 03.01.2017 07:15,83.976
03.01.2017 07:15 - 03.01.2017 07:30,57.235
03.01.2017 07:30 - 03.01.2017 07:45,86.752
03.01.2017 07:45 - 03.01.2017 08:00,85.848
03.01.2017 08:00 - 03.01.2017 08:15,61.838
03.01.2017 08:15 - 03.01.2017 08:30,71.254
03.01.2017 08:30 - 03.01.2017 08:45,2.543
03.01.2017 08:45 - 03.01.2017 09:00,8.475
03.01.2017 09:00 - 03.01.2017 09:15,18.333
03.01.2017 09:15 - 03.01.2017 09:30,79.211
03.01.2017 09:30 - 03.01.2017 09:45,40.385
03.01.2017 09:45 - 03.01.2017 10:00,45.897
03.01.2017 10:00 - 03.01.2017 10:15,10.854
03.01.2017 10:15 - 03.01.2017 10:30,59.600
03.01.2017 10:30 - 03.01.2017 10:45,6.488
03.01.2017 10:45 - 03.01.2017 11:00,73.223
03.01.2017 11:00 - 03.01.2017 11:15,58.708
03.01.2017 11:15 - 03.01.2017 11:30,7.731
03.01.2017 11:30 - 03.01.2017 11:45,83.211
03.01.2017 11:45 - 03.01.2017 12:00,96.644
03.01.2017 12:00 - 03.01.2017 12:15,30.452
03.01.2017 12:15 - 03.01.2017 12:30,11.246
03.01.2017 12:30 - 03.01.2017 12:45,65.825
03.01.2017 12:45 - 03.01.2017 13:00,50.108
03.01.2017 13:00 - 03.01.2017 13:15,20.588
03.01.2017 13:15 - 03.01.2017 13:30,16.594
03.01.2017 13:30 - 03.01.2017 13:45,52.370
03.01.2017 13:45 - 03.01.2017 14:00,81.591
03.01.2017 14:00 - 03.01.2017 14:15,30.420
03.01.2017 14:15 - 03.01.2017 14:30,90.964
03.01.2017 14:30 - 03.01.2017 14:45,17.169
03.01.2017 14:45 - 03.01.2017 15:00,99.213
03.01.2017 15:00 - 03.01.2017 15:15,24.813
03.01.2017 15:15 - 03.01.2017 15:30,55.284
03.01.2017 15:30 - 03.01.2017 15:45,83.700
03.01.2017 15:45 - 03.01.2017 16:00,52.042
03.01.2017 16:00 - 03.01.2017 16:15,63.508
03.01.2017 16:15 - 03.01.2017 16:30,26.738
03.01.2017 16:30 - 03.01.2017 16:45,32.838
03.01.2017 16:45 - 03.01.2017 17:00,68.004
03.01.2017 17:00 - 03.01.2017 17:15,45.955
03.01.2017 17:15 - 03.01.2017 17:30,64.892
03.01.2017 17:30 - 03.01.2017 17:45,16.719
03.01.2017 17:45 - 03.01.2017 18:00,76.242
03.01.2017 18:00 - 03.01.2017 18:15,91.489
03.01.2017 18:15 - 03.01.2017 18:30,57.225
03.01.2017 18:30 - 03.01.2017 18:45,1.107
03.01.2017 18:45 - 03.01.2017 19:00,36.230
03.01.2017 19:00 - 03.01.2017 19:15,20.824
03.01.2017 19:15 - 03.01.2017 19:30,83.499
03.01.2017 19:30 - 03.01.2017 19:45,23.129
03.01.2017 19:45 - 03.01.2017 20:00,45.858
03.01.2017 20:00 - 03.01.2017 20:15,29.634
03.01.2017 20:15 - 03.01.2017 20:30,11.802
03.01.2017 20:30 - 03.01.2017 20:45,40.734
03.01.2017 20:45 - 03.01.2017 21:00,66.078
03.01.2017 21:00 - 03.01.2017 21:15,48.657
03.01.2017 21:15 - 03.01.2017 21:30,73.916
03.01.2017 21:30 - 03.01.2017 21:45,10.105
03.01.2017 21:45 - 03.01.2017 22:00,55.482
03.01.2017 22:00 - 03.01.2017 22:15,3.624
03.01.2017 22:15 - 03.01.2017 22:30,29.778
03.01.2017 22:30 - 03.01.2017 22:45,47.842
03.01.2017 22:45 - 03.01.2017 23:00,14.699
03.01.2017 23:00 - 03.01.2017 23:15,5.282
03.01.2017 23:15 - 03.01.2017 23:30,51.070
03.01.2017 23:30 - 03.01.2017 23:45,67.954
03.01.2017 23:45 - 04.01.2017 00:00,98.009
04.01.2017 00:00 - 04.01.2017 00:15,72.269
04.01.2017 00:15 - 04.01.2017 00:30,34.683
04.01.2017 00:30 - 04.01.2017 00:45,97.912
04.01.2017 00:45 - 04.01.2017 01:00,29.441
04.01.2017 01:00 - 04.01.2017 01:15,21.920
04.01.2017 01:15 - 04.01.2017 01:30,44.194
04.01.2017 01:30 - 04.01.2017 01:45,34.654
04.01.2017 01:45 - 04.01.2017 02:00,32.746
04.01.2017 02:00 - 04.01.2017 02:15,3.307
04.01.2017 02:15 - 04.01.2017 02:30,22.563
04.01.2017 02:30 - 04.01.2017 02:45,83.171
04.01.2017 02:45 - 04.01.2017 03:00,89.350
04.01.2017 03:00 - 04.01.2017 03:15,85.407
04.01.2017 03:15 - 04.01.2017 03:30,36.539
04.01.2017 03:30 - 04.01.2017 03:45,15.822
04.01.2017 03:45 - 04.01.2017 04:00,82.113
04.01.2017 04:00 - 04.01.2017 04:15,70.195
04.01.2017 04:15 - 04.01.2017 04:30,99.004
04.01.2017 04:30 - 04.01.2017 04:45,10.904
04.01.2017 04:45 - 04.01.2017 05:00,11.904
04.01.2017 05:00 - 04.01.2017 05:15,6.084
04.01.2017 05:15 - 04.01.2017 05:30,45.201
04.01.2017 05:30 - 04.01.2017 05:45,53.632
04.01.2017 05:45 - 04.01.2017 06:00,60.323
04.01.2017 06:00 - 04.01.2017 06:15,88.230
04.01.2017 06:15 - 04.01.2017 06:30,3.597
04.01.2017 06:30 - 04.01.2017 06:45,37.252
04.01.2017 06:45 - 04.01.2017 07:00,29.350
04.01.2017 07:00 - 04.01.2017 07:15,27.872
04.01.2017 07:15 - 04.01.2017 07:30,45.471
04.01.2017 07:30 - 04.01.2017 07:45,88.677
04.01.2017 07:45 - 04.01.2017 08:00,14.828
04.01.2017 08:00 - 04.01.2017 08:15,79.921
04.01.2017 08:15 - 04.01.2017 08:30,72.842
04.01.2017 08:30 - 04.01.2017 08:45,51.922
04.01.2017 08:45 - 04.01.2017 09:00,39.105
04.01.2017 09:00 - 04.01.2017 09:15,16.603
04.01.2017 09:15 - 04.01.2017 09:30,67.146
04.01.2017 09:30 - 04.01.2017 09:45,50.344
04.01.2017 09:45 - 04.01.2017 10:00,81.543
04.01.2017 10:00 - 04.01.2017 10:15,76.984
04.01.2017 10:15 - 04.01.2017 10:30,90.941
04.01.2017 10:30 - 04.01.2017 10:45,49.583
04.01.2017 10:45 - 04.01.2017 11:00,13.589
04.01.2017 11:00 - 04.01.2017 11:15,45.731
04.01.2017 11:15 - 04.01.2017 11:30,56.318
04.01.2017 11:30 - 04.01.2017 11:45,19.566
04.01.2017 11:45 - 04.01.2017 12:00,42.249
04.01.2017 12:00 - 04.01.2017 12:15,90.539
04.01.2017 12:15 - 04.01.2017 12:30,27.056
04.01.2017 12:30 - 04.01.2017 12:45,18.335
04.01.2017 12:45 - 04.01.2017 13:00,4.027
04.01.2017 13:00 - 04.01.2017 13:15,32.869
04.01.2017 13:15 - 04.01.2017 13:30,52.239
04.01.2017 13:30 - 04.01.2017 13:45,48.706
04.01.2017 13:45 - 04.01.2017 14:00,28.875
04.01.2017 14:00 - 04.01.2017 14:15,25.192
04.01.2017 14:15 - 04.01.2017 14:30,84.507
04.01.2017 14:30 - 04.01.2017 14:45,73.331
04.01.2017 14:45 - 04.01.2017 15:00,56.165
04.01.2017 15:00 - 04.01.2017 15:15,65.822
04.01.2017 15:15 - 04.01.2017 15:30,23.968
04.01.2017 15:30 - 04.01.2017 15:45,18.082
04.01.2017 15:45 - 04.01.2017 16:00,69.271
04.01.2017 16:00 - 04.01.2017 16:15,13.461
04.01.2017 16:15 - 04.01.2017 16:30,93.486
04.01.2017 16:30 - 04.01.2017 16:45,9.841
04.01.2017 16:45 - 04.01.2017 17:00,1.537
04.01.2017 17:00 - 04.01.2017 17:15,66.702
04.01.2017 17:15 - 04.01.2017 17:30,1.888
04.01.2017 17:30 - 04.01.2017 17:45,26.113
04.01.2017 17:45 - 04.01.2017 18:00,84.587
04.01.2017 18:00 - 04.01.2017 18:15,18.502
04.01.2017 18:15 - 04.01.2017 18:30,0.555
04.01.2017 18:30 - 04.01.2017 18:45,13.684
04.01.2017 18:45 - 04.01.2017 19:00,12.411
04.01.2017 19:00 - 04.01.2017 19:15,99.578
04.01.2017 19:15 - 04.01.2017 19:30,38.622
04.01.2017 19:30 - 04.01.2017 19:45,31.318
04.01.2017 19:45 - 04.01.2017 20:00,81.653
04.01.2017 20:00 - 04.01.2017 20:15,83.713
04.01.2017 20:15 - 04.01.2017 20:30,39.347
04.01.2017 20:30 - 04.01.2017 20:45,0.643
04.01.2017 20:45 - 04.01.2017 21:00,49.403
04.01.2017 21:00 - 04.01.2017 21:15,80.729
04.01.2017 21:15 - 04.01.2017 21:30,60.476
04.01.2017 21:30 - 04.01.2017 21:45,88.109
04.01.2017 21:45 - 04.01.2017 22:00,76.564
04.01.2017 22:00 - 04.01.2017 22:15,21.805
04.01.2017 22:15 - 04.01.2017 22:30,56.194
04.01.2017 22:30 - 04.01.2017 22:45,27.189
04.01.2017 22:45 - 04.01.2017 23:00,46.998
04.01.2017 23:00 - 04.01.2017 23:15,35.969
04.01.2017 23:15 - 04.01.2017 23:30,19.893
04.01.2017 23:30 - 04.01.2017 23:45,32.221
04.01.2017 23:45 - 05.01.2017 00:00,10.020
05.01.2017 00:00 - 05.01.2017 00:15,44.729
05.01.2017 00:15 - 05.01.2017 00:30,38.316
05.01.2017 00:30 - 05.01.2017 00:45,63.947
05.01.2017 00:45 - 05.01.2017 01:00,54.417
05.01.2017 01:00 - 05.01.2017 01:15,72.215
05.01.2017 01:15 - 05.01.2017 01:30,12.243
05.01.2017 01:30 - 05.01.2017 01:45,16.600
05.01.2017 01:45 - 05.01.2017 02:00,56.517
05.01.2017 02:00 - 05.01.2017 02:15,2.356
05.01.2017 02:15 - 05.01.2017 02:30,78.852
05.01.2017 02:30 - 05.01.2017 02:45,39.672
05.01.2017 02:45 - 05.01.2017 03:00,90.803
05.01.2017 03:00 - 05.01.2017 03:15,15.753
05.01.2017 03:15 - 05.01.2017 03:30,42.536
05.01.2017 03:30 - 05.01.2017 03:45,38.422
05.01.2017 03:45 - 05.01.2017 04:00,16.743
05.01.2017 04:00 - 05.01.2017 04:15,19.045
05.01.2017 04:15 - 05.01.2017 04:30,17.302
05.01.2017 04:30 - 05.01.2017 04:45,48.605
05.01.2017 04:45 - 05.01.2017 05:00,16.010
05.01.2017 05:00 - 05.01.2017 05:15,14.824
05.01.2017 05:15 - 05.01.2017 05:30,92.478
05.01.2017 05:30 - 05.01.2017 05:45,26.811
05.01.2017 05:45 - 05.01.2017 06:00,59.248
05.01.2017 06:00 - 05.01.2017 06:15,69.857
05.01.2017 06:15 - 05.01.2017 06:30,78.726
05.01.2017 06:30 - 05.01.2017 06:45,85.956
05.01.2017 06:45 - 05.01.2017 07:00,27.009
05.01.2017 07:00 - 05.01.2017 07:15,99.006
05.01.2017 07:15 - 05.01.2017 07:30,50.776
05.01.2017 07:30 - 05.01.2017 07:45,21.583
05.01.2017 07:45 - 05.01.2017 08:00,79.694
05.01.2017 08:00 - 05.01.2017 08:15,92.835
05.01.2017 08:15 - 05.01.2017 08:30,79.937
05.01.2017 08:30 - 05.01.2017 08:45,84.671
05.01.2017 08:45 - 05.01.2017 09:00,23.468
05.01.2017 09:00 - 05.01.2017 09:15,60.210
05.01.2017 09:15 - 05.01.2017 09:30,62.258
05.01.2017 09:30 - 05.01.2017 09:45,13.719
05.01.2017 09:45 - 05.01.2017 10:00,33.650
05.01.2017 10:00 - 05.01.2017 10:15,51.526
05.01.2017 10:15 - 05.01.2017 10:30,21.093
05.01.2017 10:30 - 05.01.2017 10:45,47.202
05.01.2017 10:45 - 05.01.2017 11:00,43.804
05.01.2017 11:00 - 05.01.2017 11:15,22.661
05.01.2017 11:15 - 05.01.2017 11:30,18.386
05.01.2017 11:30 - 05.01.2017 11:45,75.032
05.01.2017 11:45 - 05.01.2017 12:00,1.574
05.01.2017 12:00 - 05.01.2017 12:15,34.562
05.01.2017 12:15 - 05.01.2017 12:30,95.288
05.01.2017 12:30 - 05.01.2017 12:45,63.306
05.01.2017 12:45 - 05.01.2017 13:00,95.849
05.01.2017 13:00 - 05.01.2017 13:15,98.457
05.01.2017 13:15 - 05.01.2017 13:30,88.490
05.01.2017 13:30 - 05.01.2017 13:45,31.303
05.01.2017 13:45 - 05.01.2017 14:00,57.107
05.01.2017 14:00 - 05.01.2017 14:15,45.680
05.01.2017 14:15 - 05.01.2017 14:30,80.102
05.01.2017 14:30 - 05.01.2017 14:45,30.430
05.01.2017 14:45 - 05.01.2017 15:00,48.871
05.01.2017 15:00 - 05.01.2017 15:15,99.978
05.01.2017 15:15 - 05.01.2017 15:30,28.256
05.01.2017 15:30 - 05.01.2017 15:45,95.297
05.01.2017 15:45 - 05.01.2017 16:00,10.061
05.01.2017 16:00 - 05.01.2017 16:15,3.034
05.01.2017 16:15 - 05.01.2017 16:30,87.962
05.01.2017 16:30 - 05.01.2017 16:45,3.117
05.01.2017 16:45 - 05.01.2017 17:00,82.667
05.01.2017 17:00 - 05.01.2017 17:15,19.300
05.01.2017 17:15 - 05.01.2017 17:30,23.490
05.01.2017 17:30 - 05.01.2017 17:45,46.029
05.01.2017 17:45 - 05.01.2017 18:00,3.471
05.01.2017 18:00 - 05.01.2017 18:15,10.111
05.01.2017 18:15 - 05.01.2017 18:30,15.073
05.01.2017 18:30 - 05.01.2017 18:45,85.305
05.01.2017 18:45 - 05.01.2017 19:00,82.756
05.01.2017 19:00 - 05.01.2017 19:15,39.322
05.01.2017 19:15 - 05.01.2017 19:30,82.003
05.01.2017 19:30 - 05.01.2017 19:45,37.721
05.01.2017 19:45 - 05.01.2017 20:00,6.400
05.01.2017 20:00 - 05.01.2017 20:15,83.090
05.01.2017 20:15 - 05.01.2017 20:30,75.192
05.01.2017 20:30 - 05.01.2017 20:45,77.123
05.01.2017 20:45 - 05.01.2017 21:00,61.892
05.01.2017 21:00 - 05.01.2017 21:15,47.815
05.01.2017 21:15 - 05.01.2017 21:30,66.053
05.01.2017 21:30 - 05.01.2017 21:45,88.971
05.01.2017 21:45 - 05.01.2017 22:00,22.523
05.01.2017 22:00 - 05.01.2017 22:15,26.518
05.01.2017 22:15 - 05.01.2017 22:30,36.929
05.01.2017 22:30 - 05.01.2017 22:45,43.340
05.01.2017 22:45 - 05.01.2017 23:00,75.350
05.01.2017 23:00 - 05.01.2017 23:15,9.778
05.01.2017 23:15 - 05.01.2017 23:30,79.253
05.01.2017 23:30 - 05.01.2017 23:45,85.070
05.01.2017 23:45 - 06.01.2017 00:00,42.562
06.01.2017 00:00 - 06.01.2017 00:15,11.219
06.01.2017 00:15 - 06.01.2017 00:30,99.794
06.01.2017 00:30 - 06.01.2017 00:45,87.305
06.01.2017 00:45 - 06.01.2017 01:00,12.425
06.01.2017 01:00 - 06.01.2017 01:15,26.508
06.01.2017 01:15 - 06.01.2017 01:30,42.570
06.01.2017 01:30 - 06.01.2017 01:45,99.862
06.01.2017 01:45 - 06.01.2017 02:00,1.829
06.01.2017 02:00 - 06.01.2017 02:15,36.782
06.01.2017 02:15 - 06.01.2017 02:30,33.208
06.01.2017 02:30 - 06.01.2017 02:45,24.261
06.01.2017 02:45 - 06.01.2017 03:00,69.300
06.01.2017 03:00 - 06.01.2017 03:15,56.924
06.01.2017 03:15 - 06.01.2017 03:30,79.706
06.01.2017 03:30 - 06.01.2017 03:45,35.476
06.01.2017 03:45 - 06.01.2017 04:00,47.402
06.01.2017 04:00 - 06.01.2017 04:15,87.046
06.01.2017 04:15 - 06.01.2017 04:30,56.612
06.01.2017 04:30 - 06.01.2017 04:45,77.665
