Timestamp,Power
01.01.2017 09:00 - 01.01.2017 09:15,15.66399517
01.01.2017 09:15 - 01.01.2017 09:30,17.72742708
01.01.2017 09:30 - 01.01.2017 09:45,74.16593911
01.01.2017 09:45 - 01.01.2017 10:00,96.53217649
01.01.2017 10:00 - 01.01.2017 10:15,33.66272531
01.01.2017 10:15 - 01.01.2017 10:30,56.49674223
01.01.2017 10:30 - 01.01.2017 10:45,41.60207482
01.01.2017 10:45 - 01.01.2017 11:00,40.67096552
01.01.2017 11:00 - 01.01.2017 11:15,84.93970216
01.01.2017 11:15 - 01.01.2017 11:30,61.68484491
01.01.2017 11:30 - 01.01.2017 11:45,32.76600283
01.01.2017 11:45 - 01.01.2017 12:00,45.34631881
01.01.2017 12:00 - 01.01.2017 12:15,94.14373996
01.01.2017 12:15 - 01.01.2017 12:30,18.7196702
01.01.2017 12:30 - 01.01.2017 12:45,58.89729724
01.01.2017 12:45 - 01.01.2017 13:00,17.03465726
01.01.2017 13:00 - 01.01.2017 13:15,40.61914098
01.01.2017 13:15 - 01.01.2017 13:30,40.71578759
01.01.2017 13:30 - 01.01.2017 13:45,84.56060501
01.01.2017 13:45 - 01.01.2017 14:00,10.44827808
01.01.2017 14:00 - 01.01.2017 14:15,63.98027951
01.01.2017 14:15 - 01.01.2017 14:30,57.21728033
01.01.2017 14:30 - 01.01.2017 14:45,10.09732977
01.01.2017 14:45 - 01.01.2017 15:00,23.10672872
01.01.2017 15:00 - 01.01.2017 15:15,99.12703291
01.01.2017 15:15 - 01.01.2017 15:30,43.43329908
01.01.2017 15:30 - 01.01.2017 15:45,32.20482915
01.01.2017 15:45 - 01.01.2017 16:00,81.92061481
01.01.2017 16:00 - 01.01.2017 16:15,77.38300093
01.01.2017 16:15 - 01.01.2017 16:30,85.54789815
01.01.2017 16:30 - 01.01.2017 16:45,16.69762114
01.01.2017 16:45 - 01.01.2017 17:00,19.78939446
01.01.2017 17:00 - 01.01.2017 17:15,89.84808868
01.01.2017 17:15 - 01.01.2017 17:30,18.30485049
01.01.2017 17:30 - 01.01.2017 17:45,71.30631407
01.01.2017 17:45 - 01.01.2017 18:00,56.3612883
01.01.2017 18:00 - 01.01.2017 18:15,1.293281232
01.01.2017 18:15 - 01.01.2017 18:30,89.09092856
01.01.2017 18:30 - 01.01.2017 18:45,62.54781184
01.01.2017 18:45 - 01.01.2017 19:00,4.162278135
01.01.2017 19:00 - 01.01.2017 19:15,97.95628887
01.01.2017 19:15 - 01.01.2017 19:30,95.23059275
01.01.2017 19:30 - 01.01.2017 19:45,67.12245673
01.01.2017 19:45 - 01.01.2017 20:00,49.24120792
01.01.2017 20:00 - 01.01.2017 20:15,90.6188138
01.01.2017 20:15 - 01.01.2017 20:30,53.45368821
01.01.2017 20:30 - 01.01.2017 20:45,12.31923609
01.01.2017 20:45 - 01.01.2017 21:00,74.16371102
01.01.2017 21:00 - 01.01.2017 21:15,85.33140938
01.01.2017 21:15 - 01.01.2017 21:30,83.51381689
01.01.2017 21:30 - 01.01.2017 21:45,82.4781564
01.01.2017 21:45 - 01.01.2017 22:00,66.62054131
01.01.2017 22:00 - 01.01.2017 22:15,32.63492784
01.01.2017 22:15 - 01.01.2017 22:30,10.90479469
01.01.2017 22:30 - 01.01.2017 22:45,77.72823645
01.01.2017 22:45 - 01.01.2017 23:00,0.544746076
01.01.2017 23:00 - 01.01.2017 23:15,62.40447885
01.01.2017 23:15 - 01.01.2017 23:30,10.10000142
01.01.2017 23:30 - 01.01.2017 23:45,67.8168447
01.01.2017 23:45 - 02.01.2017 00:00,98.14242067
02.01.2017 00:00 - 02.01.2017 00:15,12.22333677
02.01.2017 00:15 - 02.01.2017 00:30,70.61643713
02.01.2017 00:30 - 02.01.2017 00:45,8.536815159
02.01.2017 00:45 - 02.01.2017 01:00,42.48948807
02.01.2017 01:00 - 02.01.2017 01:15,65.79090883
02.01.2017 01:15 - 02.01.2017 01:30,14.29026944
02.01.2017 01:30 - 02.01.2017 01:45,66.12759063
02.01.2017 01:45 - 02.01.2017 02:00,88.80488405
02.01.2017 02:00 - 02.01.2017 02:15,20.08865014
02.01.2017 02:15 - 02.01.2017 02:30,18.48509376
02.01.2017 02:30 - 02.01.2017 02:45,78.43129018
02.01.2017 02:45 - 02.01.2017 03:00,44.41414323
02.01.2017 03:00 - 02.01.2017 03:15,38.53978618
02.01.2017 03:15 - 02.01.2017 03:30,76.22370748
02.01.2017 03:30 - 02.01.2017 03:45,95.23476258
02.01.2017 03:45 - 02.01.2017 04:00,16.80233568
02.01.2017 04:00 - 02.01.2017 04:15,79.92086903
02.01.2017 04:15 - 02.01.2017 04:30,74.25929632
02.01.2017 04:30 - 02.01.2017 04:45,44.5988456
02.01.2017 04:45 - 02.01.2017 05:00,0.923507638
02.01.2017 05:00 - 02.01.2017 05:15,9.228145819
02.01.2017 05:15 - 02.01.2017 05:30,46.65973341
02.01.2017 05:30 - 02.01.2017 05:45,44.81466921
02.01.2017 05:45 - 02.01.2017 06:00,93.85949336
02.01.2017 06:00 - 02.01.2017 06:15,56.61351542
02.01.2017 06:15 - 02.01.2017 06:30,69.81684053
02.01.2017 06:30 - 02.01.2017 06:45,59.07997456
02.01.2017 06:45 - 02.01.2017 07:00,35.43287937
02.01.2017 07:00 - 02.01.2017 07:15,43.22438765
02.01.2017 07:15 - 02.01.2017 07:30,28.90605309
02.01.2017 07:30 - 02.01.2017 07:45,4.407888069
02.01.2017 07:45 - 02.01.2017 08:00,31.71365819
02.01.2017 08:00 - 02.01.2017 08:15,37.26983606
02.01.2017 08:15 - 02.01.2017 08:30,74.79238264
02.01.2017 08:30 - 02.01.2017 08:45,39.97582348
02.01.2017 08:45 - 02.01.2017 09:00,44.43968445
02.01.2017 09:00 - 02.01.2017 09:15,15.64405916
02.01.2017 09:15 - 02.01.2017 09:30,87.70018914
02.01.2017 09:30 - 02.01.2017 09:45,13.63486946
02.01.2017 09:45 - 02.01.2017 10:00,50.96967295
02.01.2017 10:00 - 02.01.2017 10:15,81.63061337
02.01.2017 10:15 - 02.01.2017 10:30,38.53076017
02.01.2017 10:30 - 02.01.2017 10:45,21.36127091
02.01.2017 10:45 - 02.01.2017 11:00,83.71220469
02.01.2017 11:00 - 02.01.2017 11:15,68.50380783
02.01.2017 11:15 - 02.01.2017 11:30,8.482209052
02.01.2017 11:30 - 02.01.2017 11:45,27.98610696
02.01.2017 11:45 - 02.01.2017 12:00,12.36411149
02.01.2017 12:00 - 02.01.2017 12:15,70.60275515
02.01.2017 12:15 - 02.01.2017 12:30,7.877353931
02.01.2017 12:30 - 02.01.2017 12:45,40.1573517
02.01.2017 12:45 - 02.01.2017 13:00,40.48754186
02.01.2017 13:00 - 02.01.2017 13:15,81.47694345
02.01.2017 13:15 - 02.01.2017 13:30,93.16807079
02.01.2017 13:30 - 02.01.2017 13:45,59.58688823
02.01.2017 13:45 - 02.01.2017 14:00,73.87230789
02.01.2017 14:00 - 02.01.2017 14:15,53.47242662
02.01.2017 14:15 - 02.01.2017 14:30,20.394751
02.01.2017 14:30 - 02.01.2017 14:45,51.37765241
02.01.2017 14:45 - 02.01.2017 15:00,78.27955308
02.01.2017 15:00 - 02.01.2017 15:15,48.32461617
02.01.2017 15:15 - 02.01.2017 15:30,34.73354561
02.01.2017 15:30 - 02.01.2017 15:45,48.95176815
02.01.2017 15:45 - 02.01.2017 16:00,0.090159152
02.01.2017 16:00 - 02.01.2017 16:15,66.61823704
02.01.2017 16:15 - 02.01.2017 16:30,59.27866128
02.01.2017 16:30 - 02.01.2017 16:45,52.83013653
02.01.2017 16:45 - 02.01.2017 17:00,8.323795669
02.01.2017 17:00 - 02.01.2017 17:15,28.49506778
02.01.2017 17:15 - 02.01.2017 17:30,43.7174582
02.01.2017 17:30 - 02.01.2017 17:45,54.85868391
02.01.2017 17:45 - 02.01.2017 18:00,9.520357537
02.01.2017 18:00 - 02.01.2017 18:15,22.02304449
02.01.2017 18:15 - 02.01.2017 18:30,78.66445269
02.01.2017 18:30 - 02.01.2017 18:45,76.53766007
02.01.2017 18:45 - 02.01.2017 19:00,13.83017175
02.01.2017 19:00 - 02.01.2017 19:15,20.82717647
02.01.2017 19:15 - 02.01.2017 19:30,70.40271034
02.01.2017 19:30 - 02.01.2017 19:45,69.49840971
02.01.2017 19:45 - 02.01.2017 20:00,66.60231698
02.01.2017 20:00 - 02.01.2017 20:15,4.909864713
02.01.2017 20:15 - 02.01.2017 20:30,66.91397266
02.01.2017 20:30 - 02.01.2017 20:45,51.83283249
02.01.2017 20:45 - 02.01.2017 21:00,48.16414765
02.01.2017 21:00 - 02.01.2017 21:15,5.382959319
02.01.2017 21:15 - 02.01.2017 21:30,16.87996707
02.01.2017 21:30 - 02.01.2017 21:45,74.24447444
02.01.2017 21:45 - 02.01.2017 22:00,89.88734828
02.01.2017 22:00 - 02.01.2017 22:15,10.89997574
02.01.2017 22:15 - 02.01.2017 22:30,35.92635803
02.01.2017 22:30 - 02.01.2017 22:45,17.32438635
02.01.2017 22:45 - 02.01.2017 23:00,55.90856652
02.01.2017 23:00 - 02.01.2017 23:15,4.695587215
02.01.2017 23:15 - 02.01.2017 23:30,68.48957734
02.01.2017 23:30 - 02.01.2017 23:45,47.2194555
02.01.2017 23:45 - 03.01.2017 00:00,83.89686006
03.01.2017 00:00 - 03.01.2017 00:15,52.1745677
03.01.2017 00:15 - 03.01.2017 00:30,99.38626073
03.01.2017 00:30 - 03.01.2017 00:45,88.03142725
03.01.2017 00:45 - 03.01.2017 01:00,83.11027353
03.01.2017 01:00 - 03.01.2017 01:15,48.04747031
03.01.2017 01:15 - 03.01.2017 01:30,11.47204747
03.01.2017 01:30 - 03.01.2017 01:45,80.48690158
03.01.2017 01:45 - 03.01.2017 02:00,11.61266693
03.01.2017 02:00 - 03.01.2017 02:15,70.76327529
03.01.2017 02:15 - 03.01.2017 02:30,6.813334225
03.01.2017 02:30 - 03.01.2017 02:45,89.49623782
03.01.2017 02:45 - 03.01.2017 03:00,26.13671872
03.01.2017 03:00 - 03.01.2017 03:15,56.46419059
03.01.2017 03:15 - 03.01.2017 03:30,29.27188787
03.01.2017 03:30 - 03.01.2017 03:45,53.26098067
03.01.2017 03:45 - 03.01.2017 04:00,15.5858353
03.01.2017 04:00 - 03.01.2017 04:15,90.15490622
03.01.2017 04:15 - 03.01.2017 04:30,0.853559519
03.01.2017 04:30 - 03.01.2017 04:45,66.20591784
03.01.2017 04:45 - 03.01.2017 05:00,57.64245343
03.01.2017 05:00 - 03.01.2017 05:15,50.60151427
03.01.2017 05:15 - 03.01.2017 05:30,3.010787583
03.01.2017 05:30 - 03.01.2017 05:45,21.39463825
03.01.2017 05:45 - 03.01.2017 06:00,32.49618659
03.01.2017 06:00 - 03.01.2017 06:15,20.22270329
03.01.2017 06:15 - 03.01.2017 06:30,72.25579236
03.01.2017 06:30 - 03.01.2017 06:45,35.82937773
03.01.2017 06:45 - 03.01.2017 07:00,51.72848141
03.01.2017 07:00 - 03.01.2017 07:15,3.959343581
03.01.2017 07:15 - 03.01.2017 07:30,28.75008338
03.01.2017 07:30 - 03.01.2017 07:45,36.74558154
03.01.2017 07:45 - 03.01.2017 08:00,40.92743364
03.01.2017 08:00 - 03.01.2017 08:15,80.53167781
03.01.2017 08:15 - 03.01.2017 08:30,30.2016769
03.01.2017 08:30 - 03.01.2017 08:45,90.99968193
03.01.2017 08:45 - 03.01.2017 09:00,10.70568706
03.01.2017 09:00 - 03.01.2017 09:15,42.31502009
03.01.2017 09:15 - 03.01.2017 09:30,81.96502272
03.01.2017 09:30 - 03.01.2017 09:45,68.61733134
03.01.2017 09:45 - 03.01.2017 10:00,2.889013265
03.01.2017 10:00 - 03.01.2017 10:15,3.350526016
03.01.2017 10:15 - 03.01.2017 10:30,24.18660732
03.01.2017 10:30 - 03.01.2017 10:45,57.86111818
03.01.2017 10:45 - 03.01.2017 11:00,15.2360411
03.01.2017 11:00 - 03.01.2017 11:15,58.59184653
03.01.2017 11:15 - 03.01.2017 11:30,86.28290244
03.01.2017 11:30 - 03.01.2017 11:45,48.27038739
03.01.2017 11:45 - 03.01.2017 12:00,68.00057964
03.01.2017 12:00 - 03.01.2017 12:15,33.01448404
03.01.2017 12:15 - 03.01.2017 12:30,86.99764756
03.01.2017 12:30 - 03.01.2017 12:45,95.09565602
03.01.2017 12:45 - 03.01.2017 13:00,2.244590444
03.01.2017 13:00 - 03.01.2017 13:15,43.10802425
03.01.2017 13:15 - 03.01.2017 13:30,77.46443247
03.01.2017 13:30 - 03.01.2017 13:45,73.32928365
03.01.2017 13:45 - 03.01.2017 14:00,4.506126799
03.01.2017 14:00 - 03.01.2017 14:15,60.22752211
03.01.2017 14:15 - 03.01.2017 14:30,74.07804391
03.01.2017 14:30 - 03.01.2017 14:45,14.34673105
03.01.2017 14:45 - 03.01.2017 15:00,69.54653787
03.01.2017 15:00 - 03.01.2017 15:15,28.99033757
03.01.2017 15:15 - 03.01.2017 15:30,56.25848022
03.01.2017 15:30 - 03.01.2017 15:45,1.576152657
03.01.2017 15:45 - 03.01.2017 16:00,20.64666384
03.01.2017 16:00 - 03.01.2017 16:15,67.78827981
03.01.2017 16:15 - 03.01.2017 16:30,96.33097478
03.01.2017 16:30 - 03.01.2017 16:45,62.19169127
03.01.2017 16:45 - 03.01.2017 17:00,30.16395725
03.01.2017 17:00 - 03.01.2017 17:15,32.08086907
03.01.2017 17:15 - 03.01.2017 17:30,67.18181438
03.01.2017 17:30 - 03.01.2017 17:45,96.00797928
03.01.2017 17:45 - 03.01.2017 18:00,26.42843991
03.01.2017 18:00 - 03.01.2017 18:15,2.765606086
03.01.2017 18:15 - 03.01.2017 18:30,91.95103697
03.01.2017 18:30 - 03.01.2017 18:45,95.15334605
03.01.2017 18:45 - 03.01.2017 19:00,58.57306637
03.01.2017 19:00 - 03.01.2017 19:15,49.44047653
03.01.2017 19:15 - 03.01.2017 19:30,77.22605878
03.01.2017 19:30 - 03.01.2017 19:45,58.98984783
03.01.2017 19:45 - 03.01.2017 20:00,82.71469774
03.01.2017 20:00 - 03.01.2017 20:15,7.507591958
03.01.2017 20:15 - 03.01.2017 20:30,56.32215396
03.01.2017 20:30 - 03.01.2017 20:45,83.16085675
03.01.2017 20:45 - 03.01.2017 21:00,52.92046202
03.01.2017 21:00 - 03.01.2017 21:15,53.67466383
03.01.2017 21:15 - 03.01.2017 21:30,69.40623002
03.01.2017 21:30 - 03.01.2017 21:45,73.10132992
03.01.2017 21:45 - 03.01.2017 22:00,79.81709459
03.01.2017 22:00 - 03.01.2017 22:15,63.27851018
03.01.2017 22:15 - 03.01.2017 22:30,78.74501932
03.01.2017 22:30 - 03.01.2017 22:45,18.57193316
03.01.2017 22:45 - 03.01.2017 23:00,28.65011069
03.01.2017 23:00 - 03.01.2017 23:15,50.79083946
03.01.2017 23:15 - 03.01.2017 23:30,7.401617566
03.01.2017 23:30 - 03.01.2017 23:45,95.09904476
03.01.2017 23:45 - 04.01.2017 00:00,85.56572146
04.01.2017 00:00 - 04.01.2017 00:15,22.09636198
04.01.2017 00:15 - 04.01.2017 00:30,39.01868655
04.01.2017 00:30 - 04.01.2017 00:45,6.99202885
04.01.2017 00:45 - 04.01.2017 01:00,55.35334426
04.01.2017 01:00 - 04.01.2017 01:15,25.19280224
04.01.2017 01:15 - 04.01.2017 01:30,34.88042082
04.01.2017 01:30 - 04.01.2017 01:45,43.52235382
04.01.2017 01:45 - 04.01.2017 02:00,85.33260405
04.01.2017 02:00 - 04.01.2017 02:15,76.92977426
04.01.2017 02:15 - 04.01.2017 02:30,95.54780288
04.01.2017 02:30 - 04.01.2017 02:45,92.29980876
04.01.2017 02:45 - 04.01.2017 03:00,42.76432073
04.01.2017 03:00 - 04.01.2017 03:15,81.6461266
04.01.2017 03:15 - 04.01.2017 03:30,67.30227885
04.01.2017 03:30 - 04.01.2017 03:45,0.040960808
04.01.2017 03:45 - 04.01.2017 04:00,12.79792035
04.01.2017 04:00 - 04.01.2017 04:15,9.946728638
04.01.2017 04:15 - 04.01.2017 04:30,35.70042144
04.01.2017 04:30 - 04.01.2017 04:45,2.36652508
04.01.2017 04:45 - 04.01.2017 05:00,84.6813791
04.01.2017 05:00 - 04.01.2017 05:15,94.07403175
04.01.2017 05:15 - 04.01.2017 05:30,8.334311018
04.01.2017 05:30 - 04.01.2017 05:45,4.654500647
04.01.2017 05:45 - 04.01.2017 06:00,85.13599509
04.01.2017 06:00 - 04.01.2017 06:15,47.75305786
04.01.2017 06:15 - 04.01.2017 06:30,91.10632111
04.01.2017 06:30 - 04.01.2017 06:45,80.00434506
04.01.2017 06:45 - 04.01.2017 07:00,83.72162469
04.01.2017 07:00 - 04.01.2017 07:15,83.53474745
04.01.2017 07:15 - 04.01.2017 07:30,28.19411383
04.01.2017 07:30 - 04.01.2017 07:45,23.35428468
04.01.2017 07:45 - 04.01.2017 08:00,7.878182484
04.01.2017 08:00 - 04.01.2017 08:15,47.49545775
04.01.2017 08:15 - 04.01.2017 08:30,24.32293008
04.01.2017 08:30 - 04.01.2017 08:45,64.07294373
04.01.2017 08:45 - 04.01.2017 09:00,56.83516005
04.01.2017 09:00 - 04.01.2017 09:15,60.16185788
04.01.2017 09:15 - 04.01.2017 09:30,36.4878323
04.01.2017 09:30 - 04.01.2017 09:45,99.15198829
04.01.2017 09:45 - 04.01.2017 10:00,99.77785796
04.01.2017 10:00 - 04.01.2017 10:15,9.415321268
04.01.2017 10:15 - 04.01.2017 10:30,54.65248177
04.01.2017 10:30 - 04.01.2017 10:45,8.423390406
04.01.2017 10:45 - 04.01.2017 11:00,56.31950013
04.01.2017 11:00 - 04.01.2017 11:15,81.38268877
04.01.2017 11:15 - 04.01.2017 11:30,7.405279155
04.01.2017 11:30 - 04.01.2017 11:45,36.81216877
04.01.2017 11:45 - 04.01.2017 12:00,48.10860973
04.01.2017 12:00 - 04.01.2017 12:15,40.60296419
04.01.2017 12:15 - 04.01.2017 12:30,90.08170775
04.01.2017 12:30 - 04.01.2017 12:45,21.41590633
04.01.2017 12:45 - 04.01.2017 13:00,67.25993131
04.01.2017 13:00 - 04.01.2017 13:15,27.44108923
04.01.2017 13:15 - 04.01.2017 13:30,14.09305411
04.01.2017 13:30 - 04.01.2017 13:45,31.77775413
04.01.2017 13:45 - 04.01.2017 14:00,65.66229254
04.01.2017 14:00 - 04.01.2017 14:15,96.72140827
04.01.2017 14:15 - 04.01.2017 14:30,10.66190987
04.01.2017 14:30 - 04.01.2017 14:45,26.657634
04.01.2017 14:45 - 04.01.2017 15:00,9.757243002
04.01.2017 15:00 - 04.01.2017 15:15,92.43122507
04.01.2017 15:15 - 04.01.2017 15:30,55.20000654
04.01.2017 15:30 - 04.01.2017 15:45,56.81067887
04.01.2017 15:45 - 04.01.2017 16:00,53.09134524
04.01.2017 16:00 - 04.01.2017 16:15,42.64813355
04.01.2017 16:15 - 04.01.2017 16:30,40.49163531
04.01.2017 16:30 - 04.01.2017 16:45,6.259078978
04.01.2017 16:45 - 04.01.2017 17:00,92.34884714
04.01.2017 17:00 - 04.01.2017 17:15,71.63554747
04.01.2017 17:15 - 04.01.2017 17:30,16.65590906
04.01.2017 17:30 - 04.01.2017 17:45,88.62578801
04.01.2017 17:45 - 04.01.2017 18:00,43.60405263
04.01.2017 18:00 - 04.01.2017 18:15,56.1654488
04.01.2017 18:15 - 04.01.2017 18:30,67.82531155
04.01.2017 18:30 - 04.01.2017 18:45,64.62078238
04.01.2017 18:45 - 04.01.2017 19:00,53.60133086
04.01.2017 19:00 - 04.01.2017 19:15,46.38427649
04.01.2017 19:15 - 04.01.2017 19:30,62.6106525
04.01.2017 19:30 - 04.01.2017 19:45,89.69848642
04.01.2017 19:45 - 04.01.2017 20:00,83.76672357
04.01.2017 20:00 - 04.01.2017 20:15,21.8335808
04.01.2017 20:15 - 04.01.2017 20:30,9.78857017
04.01.2017 20:30 - 04.01.2017 20:45,47.08022782
04.01.2017 20:45 - 04.01.2017 21:00,45.61127033
04.01.2017 21:00 - 04.01.2017 21:15,28.08681123
04.01.2017 21:15 - 04.01.2017 21:30,32.06145178
04.01.2017 21:30 - 04.01.2017 21:45,48.98184965
04.01.2017 21:45 - 04.01.2017 22:00,57.30524123
04.01.2017 22:00 - 04.01.2017 22:15,45.7165719
04.01.2017 22:15 - 04.01.2017 22:30,45.21189371
04.01.2017 22:30 - 04.01.2017 22:45,69.16333483
04.01.2017 22:45 - 04.01.2017 23:00,11.43187284
04.01.2017 23:00 - 04.01.2017 23:15,90.7365574
04.01.2017 23:15 - 04.01.2017 23:30,59.32473783
04.01.2017 23:30 - 04.01.2017 23:45,38.29713738
04.01.2017 23:45 - 05.01.2017 00:00,11.88729509
05.01.2017 00:00 - 05.01.2017 00:15,56.25076153
05.01.2017 00:15 - 05.01.2017 00:30,67.36257595
05.01.2017 00:30 - 05.01.2017 00:45,11.86931366
05.01.2017 00:45 - 05.01.2017 01:00,10.36598986
05.01.2017 01:00 - 05.01.2017 01:15,14.97784639
05.01.2017 01:15 - 05.01.2017 01:30,70.79896631
05.01.2017 01:30 - 05.01.2017 01:45,63.57472585
05.01.2017 01:45 - 05.01.2017 02:00,57.07394395
05.01.2017 02:00 - 05.01.2017 02:15,72.99395001
05.01.2017 02:15 - 05.01.2017 02:30,49.05017035
05.01.2017 02:30 - 05.01.2017 02:45,6.485704196
05.01.2017 02:45 - 05.01.2017 03:00,12.87686344
05.01.2017 03:00 - 05.01.2017 03:15,22.64550311
05.01.2017 03:15 - 05.01.2017 03:30,27.2461886
05.01.2017 03:30 - 05.01.2017 03:45,72.5714849
05.01.2017 03:45 - 05.01.2017 04:00,30.69312914
05.01.2017 04:00 - 05.01.2017 04:15,85.61649576
05.01.2017 04:15 - 05.01.2017 04:30,32.02754865
05.01.2017 04:30 - 05.01.2017 04:45,81.36172153
05.01.2017 04:45 - 05.01.2017 05:00,36.12321768
05.01.2017 05:00 - 05.01.2017 05:15,64.68140188
05.01.2017 05:15 - 05.01.2017 05:30,56.39697871
05.01.2017 05:30 - 05.01.2017 05:45,10.99786529
05.01.2017 05:45 - 05.01.2017 06:00,82.82575203
05.01.2017 06:00 - 05.01.2017 06:15,2.651998997
05.01.2017 06:15 - 05.01.2017 06:30,36.40724028
05.01.2017 06:30 - 05.01.2017 06:45,24.56953521
05.01.2017 06:45 - 05.01.2017 07:00,80.62563176
05.01.2017 07:00 - 05.01.2017 07:15,58.16490516
05.01.2017 07:15 - 05.01.2017 07:30,95.62986754
05.01.2017 07:30 - 05.01.2017 07:45,70.51345034
05.01.2017 07:45 - 05.01.2017 08:00,49.58496143
05.01.2017 08:00 - 05.01.2017 08:15,72.10665106
05.01.2017 08:15 - 05.01.2017 08:30,73.99557443
05.01.2017 08:30 - 05.01.2017 08:45,91.33813027
05.01.2017 08:45 - 05.01.2017 09:00,45.50047559
05.01.2017 09:00 - 05.01.2017 09:15,12.84997908
05.01.2017 09:15 - 05.01.2017 09:30,47.15570973
05.01.2017 09:30 - 05.01.2017 09:45,8.093067053
05.01.2017 09:45 - 05.01.2017 10:00,43.53793642
05.01.2017 10:00 - 05.01.2017 10:15,19.91130281
05.01.2017 10:15 - 05.01.2017 10:30,53.78708606
05.01.2017 10:30 - 05.01.2017 10:45,82.59464971
05.01.2017 10:45 - 05.01.2017 11:00,31.6025351
05.01.2017 11:00 - 05.01.2017 11:15,20.85613926
05.01.2017 11:15 - 05.01.2017 11:30,53.33603216
05.01.2017 11:30 - 05.01.2017 11:45,83.62484996
05.01.2017 11:45 - 05.01.2017 12:00,5.567779389
05.01.2017 12:00 - 05.01.2017 12:15,12.37311976
05.01.2017 12:15 - 05.01.2017 12:30,15.0257625
05.01.2017 12:30 - 05.01.2017 12:45,54.67112357
05.01.2017 12:45 - 05.01.2017 13:00,2.250406855
05.01.2017 13:00 - 05.01.2017 13:15,80.80605534
05.01.2017 13:15 - 05.01.2017 13:30,20.577381
05.01.2017 13:30 - 05.01.2017 13:45,13.79907786
05.01.2017 13:45 - 05.01.2017 14:00,40.77648214
05.01.2017 14:00 - 05.01.2017 14:15,70.83190167
05.01.2017 14:15 - 05.01.2017 14:30,8.390333055
05.01.2017 14:30 - 05.01.2017 14:45,29.24615013
05.01.2017 14:45 - 05.01.2017 15:00,79.21828838
05.01.2017 15:00 - 05.01.2017 15:15,59.97380368
05.01.2017 15:15 - 05.01.2017 15:30,60.73105323
05.01.2017 15:30 - 05.01.2017 15:45,75.26107401
05.01.2017 15:45 - 05.01.2017 16:00,67.53445327
05.01.2017 16:00 - 05.01.2017 16:15,54.86257542
05.01.2017 16:15 - 05.01.2017 16:30,76.79101483
05.01.2017 16:30 - 05.01.2017 16:45,96.10032562
05.01.2017 16:45 - 05.01.2017 17:00,86.37232169
05.01.2017 17:00 - 05.01.2017 17:15,21.10398966
05.01.2017 17:15 - 05.01.2017 17:30,27.36942283
05.01.2017 17:30 - 05.01.2017 17:45,31.08075115
05.01.2017 17:45 - 05.01.2017 18:00,8.613357612
05.01.2017 18:00 - 05.01.2017 18:15,63.28882145
05.01.2017 18:15 - 05.01.2017 18:30,33.32305697
05.01.2017 18:30 - 05.01.2017 18:45,97.8246674
05.01.2017 18:45 - 05.01.2017 19:00,54.49818917
05.01.2017 19:00 - 05.01.2017 19:15,21.2213866
05.01.2017 19:15 - 05.01.2017 19:30,52.21449835
05.01.2017 19:30 - 05.01.2017 19:45,18.79192012
05.01.2017 19:45 - 05.01.2017 20:00,3.312781933
05.01.2017 20:00 - 05.01.2017 20:15,40.25086623
05.01.2017 20:15 - 05.01.2017 20:30,98.36202146
